pdf_url,envelope_id,receipt_id,receipt_count,store_names,dates,totals,currencies,currency_display,payment_types,0,user_credit_card_last_4_digits,collect_tax,taxes,original_url,bad_scan_reason,doc_type,store_names,month,day,year,totals,currencies,payment_types,credit_card_last_4_digits,other_doc_title,other_doc_month,other_doc_day,other_doc_year,run_title,number_of_pages,worker_time,bad_scan,problem_loading
http://s3-ap-southeast-1.amazonaws.com/cftom/042014/313034036_1809012434%257Cdocument_534d82bee4b0258835dc0f73.pdf,A0KPDIUY,534d82bee4b0258835dc0f73,1,,,,,FALSE,Credit/Debit Card,,,TRUE,,https://s3.amazonaws.com/cache.shoeboxed/1809012434%7Cdocument_534d82bee4b0258835dc0f73.pdf?AWSAccessKeyId=AKIAJ4A5ED2WT4R37NFA&Expires=1398468935&Signature=ls93kFqafQA%2BvTosRv5uGClDsTQ%3D,,Receipt,Michaels,6,29,2012,18.98,USD,2,5432,,,,,,1,0:00:54,,
http://s3-ap-southeast-1.amazonaws.com/cftom/042014/313034037_1809012434%257Cdocument_534d82bfe4b0c83ae94c1ddd.pdf,A0KPDIUY,534d82bfe4b0c83ae94c1ddd,1,,12/19/13,22.40 || 20.00 || 1.40,,FALSE,Cash,,,TRUE,22.4,https://s3.amazonaws.com/cache.shoeboxed/1809012434%7Cdocument_534d82bfe4b0c83ae94c1ddd.pdf?AWSAccessKeyId=AKIAJ4A5ED2WT4R37NFA&Expires=1398468936&Signature=3%2BDQUnHAybVCLivzCcBDNBWqJrE%3D,,Receipt,Capilano Rock & Gem,12,19,2013,22.4,USD,2,4321,,,,,,1,0:00:34,,
http://s3-ap-southeast-1.amazonaws.com/cftom/042014/313034038_1809012434%257Cdocument_534d82c0e4b01aab4b73d387.pdf,A0KPDIUY,534d82c0e4b01aab4b73d387,1,,1/3/12,11.18,,FALSE,Cash,,,TRUE,,https://s3.amazonaws.com/cache.shoeboxed/1809012434%7Cdocument_534d82c0e4b01aab4b73d387.pdf?AWSAccessKeyId=AKIAJ4A5ED2WT4R37NFA&Expires=1398468936&Signature=54T88AHcQkAM6Kkip%2Fyn4dkwcuA%3D,,Receipt,Michaels,7,3,2012,11.18,USD,2,1234,,,,,,1,0:00:39,,
http://s3-ap-southeast-1.amazonaws.com/cftom/042014/313034039_1809012434%257Cdocument_534d82c0e4b059fdda3633e4.pdf,A0KPDIUY,534d82c0e4b059fdda3633e4,1,,,9.97,,FALSE,Credit/Debit Card,,,TRUE,9.97,https://s3.amazonaws.com/cache.shoeboxed/1809012434%7Cdocument_534d82c0e4b059fdda3633e4.pdf?AWSAccessKeyId=AKIAJ4A5ED2WT4R37NFA&Expires=1398468937&Signature=ZSGZrWhrS1AP%2BV9UeO03qHqeP8w%3D,,Receipt,Walmart,9,20,2012,43.59,USD,2,2345,,,,,,1,0:00:17,,
http://s3-ap-southeast-1.amazonaws.com/cftom/042014/313034040_1809012434%257Cdocument_534d82c1e4b09192c69aabe8.pdf,A0KPDIUY,534d82c1e4b09192c69aabe8,1,,2/7/14,20.00 || 0.99 || 11.30 || 38.70 || 6.59 || 7.83,,FALSE,Credit/Debit Card,,,TRUE,11.3,https://s3.amazonaws.com/cache.shoeboxed/1809012434%7Cdocument_534d82c1e4b09192c69aabe8.pdf?AWSAccessKeyId=AKIAJ4A5ED2WT4R37NFA&Expires=1398468937&Signature=vKFFqUSIlMVZWg%2FWnHH5zDAdFts%3D,,Receipt,Rona 125 King Geroge,4,7,2013,8.7,USD,2,3456,,,,,,1,0:00:26,,
http://s3-ap-southeast-1.amazonaws.com/cftom/042014/313034042_1809012434%257Cdocument_534d82c4e4b091f3863301b2.pdf,A0KPDIUY,534d82c4e4b091f3863301b2,1,,7/8/12,11.96 || 10.68 || 4.80,,FALSE,Cash,,,TRUE,4.8,https://s3.amazonaws.com/cache.shoeboxed/1809012434%7Cdocument_534d82c4e4b091f3863301b2.pdf?AWSAccessKeyId=AKIAJ4A5ED2WT4R37NFA&Expires=1398468939&Signature=cdxrNzqHM7lQz0p%2Br%2FFmeT9AETE%3D,,Receipt,Michaels,7,8,2012,11.96,USD,2,4567,,,,,,1,0:00:32,,
http://s3-ap-southeast-1.amazonaws.com/cftom/042014/313034043_1809012434%257Cdocument_534d82c4e4b0c83ae94c1dde.pdf,A0KPDIUY,534d82c4e4b0c83ae94c1dde,1,,11/24/13,29.49,,FALSE,Credit/Debit Card,,,TRUE,25.49,https://s3.amazonaws.com/cache.shoeboxed/1809012434%7Cdocument_534d82c4e4b0c83ae94c1dde.pdf?AWSAccessKeyId=AKIAJ4A5ED2WT4R37NFA&Expires=1398468939&Signature=MCDxxiFtnMit68mh1JNiohwPHPw%3D,,Receipt,Boston Pizza,11,24,2013,30.76,USD,5,5678,,,,,,1,0:00:38,,
http://s3-ap-southeast-1.amazonaws.com/cftom/042014/313034045_1809012434%257Cdocument_534d82c6e4b01aab4b73d388.pdf,A0KPDIUY,534d82c6e4b01aab4b73d388,1,,,20.00 || 13.29 || 1.34 || 0.07 || 6.71 || 13.30 || 0.00 || 6.54 || 2.65,,FALSE,Credit/Debit Card,,,TRUE,13.3,https://s3.amazonaws.com/cache.shoeboxed/1809012434%7Cdocument_534d82c6e4b01aab4b73d388.pdf?AWSAccessKeyId=AKIAJ4A5ED2WT4R37NFA&Expires=1398468940&Signature=JoSq%2FhylfvOU1pz06Z3cPvvefhk%3D,,Receipt,Canada Post,12,5,2013,6.71,USD,2,6789,,,,,,1,0:00:29,,
http://s3-ap-southeast-1.amazonaws.com/cftom/042014/313034048_1809012434%257Cdocument_534d82c9e4b0c83ae94c1de0.pdf,A0KPDIUY,534d82c9e4b0c83ae94c1de0,1,,,11.18,,FALSE,Cash,,,TRUE,,https://s3.amazonaws.com/cache.shoeboxed/1809012434%7Cdocument_534d82c9e4b0c83ae94c1de0.pdf?AWSAccessKeyId=AKIAJ4A5ED2WT4R37NFA&Expires=1398468943&Signature=70y93iqgYxx%2BlgXosNkU45m13fg%3D,,Receipt,Michaels,6,22,2012,11.18,USD,2,7890,,,,,,1,0:00:21,,
http://s3-ap-southeast-1.amazonaws.com/cftom/042014/313034049_1809012434%257Cdocument_534d82cae4b0c83ae94c1de1.pdf,A0KPDIUY,534d82cae4b0c83ae94c1de1,1,,5/2/12,,,FALSE,Credit/Debit Card,,,TRUE,,https://s3.amazonaws.com/cache.shoeboxed/1809012434%7Cdocument_534d82cae4b0c83ae94c1de1.pdf?AWSAccessKeyId=AKIAJ4A5ED2WT4R37NFA&Expires=1398468943&Signature=9lcokTlXhylQtnis4jiTo%2Bdks%2FE%3D,,Receipt,No Name,5,2,2012,64.42,USD,5,1234,,,,,,1,0:00:30,,
